"lnm_rate","treated","state","year"
-13.7643775939941,1,"South Carolina",1940
-7.65624141693115,0,"South Carolina",1940
-13.0831422805786,1,"South Carolina",1941
-7.72185039520264,0,"South Carolina",1941
-7.79534769058228,0,"South Carolina",1942
-13.7996969223022,1,"South Carolina",1943
-7.96050930023193,0,"South Carolina",1943
-11.2368402481079,1,"South Dakota",1932
-7.61398220062256,0,"South Dakota",1932
-11.2295093536377,1,"South Dakota",1933
-7.77074241638184,0,"South Dakota",1933
-11.3399076461792,1,"South Dakota",1934
-7.89788866043091,0,"South Dakota",1934
-10.4674701690674,1,"South Dakota",1935
-7.81719827651978,0,"South Dakota",1935
-10.1855382919312,1,"South Dakota",1936
-7.85923624038696,0,"South Dakota",1936
-10.4011297225952,1,"South Dakota",1937
-7.79474258422852,0,"South Dakota",1937
-11.443341255188,1,"South Dakota",1938
-7.91698122024536,0,"South Dakota",1938
-11.1843595504761,1,"South Dakota",1939
-8.13455963134766,0,"South Dakota",1939
-12.2752437591553,1,"South Dakota",1940
-8.13210964202881,0,"South Dakota",1940
-13.3753757476807,1,"South Dakota",1941
-8.12310218811035,0,"South Dakota",1941
-13.3768930435181,1,"South Dakota",1942
-8.15653705596924,0,"South Dakota",1942
-11.9921140670776,1,"South Dakota",1943
-8.20792388916016,0,"South Dakota",1943
-10.8328742980957,1,"Tennessee",1927
-6.63147020339966,0,"Tennessee",1927
-11.0181694030762,1,"Tennessee",1928
-6.63763189315796,0,"Tennessee",1928
-10.6077785491943,1,"Tennessee",1929
-6.70928478240967,0,"Tennessee",1929
-11.0637969970703,1,"Tennessee",1930
-6.7308201789856,0,"Tennessee",1930
-10.6298599243164,1,"Tennessee",1931
-6.7951226234436,0,"Tennessee",1931
-11.3987903594971,1,"Tennessee",1932
-6.89344072341919,0,"Tennessee",1932
-10.8408164978027,1,"Tennessee",1933
-6.94745683670044,0,"Tennessee",1933
-10.7616634368896,1,"Tennessee",1934
-7.01540994644165,0,"Tennessee",1934
-11.3672485351562,1,"Tennessee",1935
-7.03241205215454,0,"Tennessee",1935
-11.6656923294067,1,"Tennessee",1936
-6.99325275421143,0,"Tennessee",1936
-11.8098697662354,1,"Tennessee",1937
-7.05259227752686,0,"Tennessee",1937
-11.7294330596924,1,"Tennessee",1938
-7.15024948120117,0,"Tennessee",1938
-12.1027631759644,1,"Tennessee",1939
-7.12430667877197,0,"Tennessee",1939
-11.9412298202515,1,"Tennessee",1940
-7.19858884811401,0,"Tennessee",1940
-12.1258888244629,1,"Tennessee",1941
-7.14099836349487,0,"Tennessee",1941
-12.3461742401123,1,"Tennessee",1942
-7.2724437713623,0,"Tennessee",1942
-12.6210269927979,1,"Tennessee",1943
-7.33377075195312,0,"Tennessee",1943
-11.3171272277832,1,"Texas",1933
-7.23935699462891,0,"Texas",1933
-11.4742441177368,1,"Texas",1934
-7.31834125518799,0,"Texas",1934
-11.5495386123657,1,"Texas",1935
-7.28376007080078,0,"Texas",1935
-11.4777965545654,1,"Texas",1936
-7.25324678421021,0,"Texas",1936
-11.7960453033447,1,"Texas",1937
-7.28238391876221,0,"Texas",1937
-12.2216291427612,1,"Texas",1938
-7.33079481124878,0,"Texas",1938
-12.6692190170288,1,"Texas",1939
-7.39545059204102,0,"Texas",1939
-12.8409862518311,1,"Texas",1940
-7.43355131149292,0,"Texas",1940
-13.9024391174316,1,"Texas",1941
-7.47487211227417,0,"Texas",1941
-12.7693653106689,1,"Texas",1942
-7.52234125137329,0,"Texas",1942
-13.5358095169067,1,"Texas",1943
-7.62380886077881,0,"Texas",1943
-11.6923713684082,1,"Utah",1925
-8.07471942901611,0,"Utah",1925
-11.7045097351074,1,"Utah",1926
-7.93751239776611,0,"Utah",1926
-10.058274269104,1,"Utah",1927
-8.13995170593262,0,"Utah",1927
-10.5496978759766,1,"Utah",1928
-8.11743545532227,0,"Utah",1928
-10.5614099502563,1,"Utah",1929
-8.19910526275635,0,"Utah",1929
-10.4988784790039,1,"Utah",1930
-8.15432929992676,0,"Utah",1930
-10.7483673095703,1,"Utah",1931
-8.40132999420166,0,"Utah",1931
-10.3213062286377,1,"Utah",1932
-8.44499015808105,0,"Utah",1932
-10.0716676712036,1,"Utah",1933
-8.44421100616455,0,"Utah",1933
-11.0913925170898,1,"Utah",1934
-8.47035312652588,0,"Utah",1934
-9.0517578125,1,"Utah",1935
-8.6790828704834,0,"Utah",1935
-9.40269660949707,1,"Utah",1936
-8.47735595703125,0,"Utah",1936
-10.9975919723511,1,"Utah",1937
-8.46742820739746,0,"Utah",1937
-11.5932464599609,1,"Utah",1938
-8.59751415252686,0,"Utah",1938
-12.1118783950806,1,"Utah",1939
-8.65661430358887,0,"Utah",1939
-11.6087989807129,1,"Utah",1940
-8.72960090637207,0,"Utah",1940
-9.03841018676758,0,"Utah",1941
-11.8810701370239,1,"Utah",1942
-8.86064529418945,0,"Utah",1942
-13.291051864624,1,"Utah",1943
-9.04255676269531,0,"Utah",1943
-10.0746908187866,1,"Vermont",1925
-7.25728797912598,0,"Vermont",1925
-9.89438438415527,1,"Vermont",1926
-7.14284944534302,0,"Vermont",1926
-10.3888721466064,1,"Vermont",1927
-7.27737951278687,0,"Vermont",1927
-10.997015953064,1,"Vermont",1928
-7.21282625198364,0,"Vermont",1928
-10.9990196228027,1,"Vermont",1929
-7.26931762695312,0,"Vermont",1929
-10.4901933670044,1,"Vermont",1930
-7.32471799850464,0,"Vermont",1930
-11.1832342147827,1,"Vermont",1931
-7.3162088394165,0,"Vermont",1931
-10.8466567993164,1,"Vermont",1932
-7.44545936584473,0,"Vermont",1932
-10.7130193710327,1,"Vermont",1933
-7.62197732925415,0,"Vermont",1933
-11.0005960464478,1,"Vermont",1934
-7.5453314781189,0,"Vermont",1934
-10.7128086090088,1,"Vermont",1935
-7.71707582473755,0,"Vermont",1935
-11.6935319900513,1,"Vermont",1936
-7.70454740524292,0,"Vermont",1936
-12.7920379638672,1,"Vermont",1937
-7.54501438140869,0,"Vermont",1937
-12.0987854003906,1,"Vermont",1938
-7.78798627853394,0,"Vermont",1938
-11.1823883056641,1,"Vermont",1939
-7.87184572219849,0,"Vermont",1939
-12.7917213439941,1,"Vermont",1940
-7.80128812789917,0,"Vermont",1940
-12.1037149429321,1,"Vermont",1941
-7.90651273727417,0,"Vermont",1941
-12.8019771575928,1,"Vermont",1942
-8.08347797393799,0,"Vermont",1942
-12.1139183044434,1,"Vermont",1943
-8.02794170379639,0,"Vermont",1943
-10.9629364013672,1,"Virginia",1925
-6.76996088027954,0,"Virginia",1925
-11.2155237197876,1,"Virginia",1926
-6.79781293869019,0,"Virginia",1926
-11.3186922073364,1,"Virginia",1927
-6.8480396270752,0,"Virginia",1927
-11.432599067688,1,"Virginia",1928
-6.86905193328857,0,"Virginia",1928
-10.911190032959,1,"Virginia",1929
-6.9046835899353,0,"Virginia",1929
-11.3678379058838,1,"Virginia",1930
-6.98269128799438,0,"Virginia",1930
-11.0469923019409,1,"Virginia",1931
-6.98876285552979,0,"Virginia",1931
-11.2869701385498,1,"Virginia",1932
-7.03801345825195,0,"Virginia",1932
-10.7059001922607,1,"Virginia",1933
-7.10907745361328,0,"Virginia",1933
-10.8096170425415,1,"Virginia",1934
-7.16637086868286,0,"Virginia",1934
-11.4934339523315,1,"Virginia",1935
-7.17389631271362,0,"Virginia",1935
-11.9283037185669,1,"Virginia",1936
-7.20508909225464,0,"Virginia",1936
-12.5741806030273,1,"Virginia",1937
-7.30118083953857,0,"Virginia",1937
-12.5839719772339,1,"Virginia",1938
-7.28232669830322,0,"Virginia",1938
-12.3929977416992,1,"Virginia",1939
-7.40256500244141,0,"Virginia",1939
-12.4026012420654,1,"Virginia",1940
-7.45126533508301,0,"Virginia",1940
-12.4262533187866,1,"Virginia",1941
-7.40297079086304,0,"Virginia",1941
-12.3623476028442,1,"Virginia",1942
-7.4515323638916,0,"Virginia",1942
-12.6726131439209,1,"Virginia",1943
-7.59258985519409,0,"Virginia",1943
-10.9358558654785,1,"Washington",1925
-7.10805130004883,0,"Washington",1925
-10.9499197006226,1,"Washington",1926
-7.1807017326355,0,"Washington",1926
-10.6383657455444,1,"Washington",1927
-7.26248598098755,0,"Washington",1927
-11.4629735946655,1,"Washington",1928
-7.27426671981812,0,"Washington",1928
-12.0518321990967,1,"Washington",1929
-7.30980253219604,0,"Washington",1929
-11.7774639129639,1,"Washington",1930
-7.42611169815063,0,"Washington",1930
-11.5653123855591,1,"Washington",1931
-7.41584873199463,0,"Washington",1931
-11.4510221481323,1,"Washington",1932
-7.54253435134888,0,"Washington",1932
-11.5869407653809,1,"Washington",1933
-7.54155254364014,0,"Washington",1933
-11.1701374053955,1,"Washington",1934
-7.66575574874878,0,"Washington",1934
-11.1381072998047,1,"Washington",1935
-7.60199022293091,0,"Washington",1935
-11.0684833526611,1,"Washington",1936
-7.6160569190979,0,"Washington",1936
-11.5036783218384,1,"Washington",1937
-7.68661260604858,0,"Washington",1937
-12.2676563262939,1,"Washington",1938
-7.77621555328369,0,"Washington",1938
-11.8722953796387,1,"Washington",1939
-7.7933464050293,0,"Washington",1939
-12.4212942123413,1,"Washington",1940
-7.80900621414185,0,"Washington",1940
-13.3049449920654,1,"Washington",1941
-7.88146448135376,0,"Washington",1941
-12.3591938018799,1,"Washington",1942
-7.9224419593811,0,"Washington",1942
-12.3930826187134,1,"Washington",1943
-7.8960542678833,0,"Washington",1943
-10.4546537399292,1,"West Virginia",1925
-7.14681148529053,0,"West Virginia",1925
-10.2393455505371,1,"West Virginia",1926
-7.14673757553101,0,"West Virginia",1926
-10.4658679962158,1,"West Virginia",1927
-7.18751955032349,0,"West Virginia",1927
-10.570782661438,1,"West Virginia",1928
-7.21721315383911,0,"West Virginia",1928
-11.0896024703979,1,"West Virginia",1929
-7.27104520797729,0,"West Virginia",1929
-10.752254486084,1,"West Virginia",1930
-7.31304979324341,0,"West Virginia",1930
-10.9391212463379,1,"West Virginia",1931
-7.3819317817688,0,"West Virginia",1931
-10.6217470169067,1,"West Virginia",1932
-7.4652419090271,0,"West Virginia",1932
-10.6085004806519,1,"West Virginia",1933
-7.50309896469116,0,"West Virginia",1933
-9.98349857330322,1,"West Virginia",1934
-7.50969743728638,0,"West Virginia",1934
-10.0298690795898,1,"West Virginia",1935
-7.46395874023438,0,"West Virginia",1935
-10.6836929321289,1,"West Virginia",1936
-7.51661157608032,0,"West Virginia",1936
-10.7671775817871,1,"West Virginia",1937
-7.52498626708984,0,"West Virginia",1937
-10.8024435043335,1,"West Virginia",1938
-7.60377073287964,0,"West Virginia",1938
-11.3581924438477,1,"West Virginia",1939
-7.66817712783813,0,"West Virginia",1939
-11.4626235961914,1,"West Virginia",1940
-7.68413162231445,0,"West Virginia",1940
-11.8988418579102,1,"West Virginia",1941
-7.71737909317017,0,"West Virginia",1941
-12.3897552490234,1,"West Virginia",1942
-7.83456373214722,0,"West Virginia",1942
-12.2773494720459,1,"West Virginia",1943
-7.83469867706299,0,"West Virginia",1943
-10.1859903335571,1,"Wisconsin",1925
-7.37143754959106,0,"Wisconsin",1925
-10.4564609527588,1,"Wisconsin",1926
-7.31188297271729,0,"Wisconsin",1926
-10.7028665542603,1,"Wisconsin",1927
-7.36787605285645,0,"Wisconsin",1927
-10.5549850463867,1,"Wisconsin",1928
-7.43173980712891,0,"Wisconsin",1928
-10.5790185928345,1,"Wisconsin",1929
-7.50345134735107,0,"Wisconsin",1929
-10.643726348877,1,"Wisconsin",1930
-7.55534362792969,0,"Wisconsin",1930
-10.7106609344482,1,"Wisconsin",1931
-7.616868019104,0,"Wisconsin",1931
-10.9751796722412,1,"Wisconsin",1932
-7.67861652374268,0,"Wisconsin",1932
-11.3027315139771,1,"Wisconsin",1933
-7.80050754547119,0,"Wisconsin",1933
-10.912917137146,1,"Wisconsin",1934
-7.87796401977539,0,"Wisconsin",1934
-10.1906089782715,1,"Wisconsin",1935
-7.94487285614014,0,"Wisconsin",1935
-10.0354824066162,1,"Wisconsin",1936
-7.94953203201294,0,"Wisconsin",1936
-10.6493349075317,1,"Wisconsin",1937
-7.99570751190186,0,"Wisconsin",1937
-11.3086395263672,1,"Wisconsin",1938
-8.10034561157227,0,"Wisconsin",1938
-11.3416976928711,1,"Wisconsin",1939
-8.19220066070557,0,"Wisconsin",1939
-11.7400884628296,1,"Wisconsin",1940
-8.23513221740723,0,"Wisconsin",1940
-12.078013420105,1,"Wisconsin",1941
-8.31552219390869,0,"Wisconsin",1941
-11.7196216583252,1,"Wisconsin",1942
-8.34571647644043,0,"Wisconsin",1942
-12.0965938568115,1,"Wisconsin",1943
-8.33281326293945,0,"Wisconsin",1943
-9.76987743377686,1,"Wyoming",1925
-7.99210453033447,0,"Wyoming",1925
-9.9669303894043,1,"Wyoming",1926
-8.14238166809082,0,"Wyoming",1926
-9.88613796234131,1,"Wyoming",1927
-7.94022846221924,0,"Wyoming",1927
-9.9004487991333,1,"Wyoming",1928
-7.86752700805664,0,"Wyoming",1928
-10.3665418624878,1,"Wyoming",1929
-7.98171854019165,0,"Wyoming",1929
-10.7169256210327,1,"Wyoming",1930
-7.95691585540771,0,"Wyoming",1930
-10.9511651992798,1,"Wyoming",1931
-8.21032524108887,0,"Wyoming",1931
-9.86352729797363,1,"Wyoming",1932
-8.35944938659668,0,"Wyoming",1932
-10.7498512268066,1,"Wyoming",1933
-8.11079406738281,0,"Wyoming",1933
-10.4241170883179,1,"Wyoming",1934
-8.60882759094238,0,"Wyoming",1934
-9.12255477905273,1,"Wyoming",1935
-8.32020854949951,0,"Wyoming",1935
-9.30012226104736,1,"Wyoming",1936
-8.6534948348999,0,"Wyoming",1936
-10.0036725997925,1,"Wyoming",1937
-8.48954486846924,0,"Wyoming",1937
-10.8024263381958,1,"Wyoming",1938
-8.33432674407959,0,"Wyoming",1938
-11.7289085388184,1,"Wyoming",1939
-8.41472244262695,0,"Wyoming",1939
-12.4321441650391,1,"Wyoming",1940
-8.69447422027588,0,"Wyoming",1940
-8.83697319030762,0,"Wyoming",1941
-11.364782333374,1,"Wyoming",1942
-8.85247611999512,0,"Wyoming",1942
-11.7855138778687,1,"Wyoming",1943
-8.86774253845215,0,"Wyoming",1943
